id,debut,fin,type,id_pers,id_emploi,part_temps,id_temps,plage_type,decompte_temps,exempt_nuit,exempt_astreinte,exempt_bloc
844,2001-08-22,2002-04-22,cdi,590,293,1.0,410,forfait,jours,0,1,1
845,2002-04-28,2003-08-28,cdi,590,293,1.0,410,forfait,jours,0,1,1
846,2000-08-22,2002-07-22,cdi,591,238,0.8,337,nuit,heures,0,1,1
847,2002-09-16,2003-04-16,cdi,591,238,1.0,338,astreinte,astreinte,1,0,1
848,2013-06-03,2014-03-03,cdi,592,264,0.8,372,jour,heures,1,0,1
849,2014-04-28,2014-05-28,cdd,592,264,0.8,372,jour,heures,1,0,1
850,2001-04-18,2001-10-18,cdi,593,220,0.8,316,nuit,heures,0,1,1
851,2002-09-15,2003-09-15,cdd,594,129,1.0,189,jour,heures,0,1,1
852,2011-06-12,2013-02-12,cdi,595,11,0.5,28,jour,heures,0,1,1
853,2013-02-28,,cdi,595,2,1.0,4,astreinte,astreinte,1,0,1
854,2001-07-29,2002-06-29,cdi,596,56,0.5,106,jour,heures,1,0,1
855,2002-07-16,2003-06-16,cdi,596,184,1.0,253,forfait,jours,1,0,1
856,2003-07-21,2004-09-21,cdi,596,184,0.8,253,forfait,jours,0,1,1
857,2019-04-30,,cdi,597,264,1.0,372,jour,heures,0,1,1
858,2002-03-24,2002-11-24,cdi,598,136,1.0,196,nuit,heures,0,1,1
859,2003-01-04,,cdi,598,136,1.0,196,nuit,heures,0,1,1
860,2002-12-24,2004-10-24,cdi,599,148,1.0,208,forfait,jours,0,0,1
861,2002-09-30,2003-02-28,cdd,600,256,1.0,359,jour,heures,0,0,1
862,2003-04-02,2004-02-02,cdd,600,256,0.9,360,nuit,heures,0,1,0
863,2006-05-19,2008-01-19,cdi,601,32,0.8,70,astreinte,astreinte,0,0,1
864,2009-02-16,2010-05-16,cdd,602,263,1.0,368,jour,heures,0,0,0
865,2010-06-14,2011-05-14,cdd,602,263,0.8,368,jour,heures,0,1,0
866,2011-06-14,2011-07-14,cdd,602,263,0.8,370,bloc,heures,0,1,0
867,2019-11-25,,cdi,603,22,1.0,52,jour,heures,0,1,1
868,2013-04-29,2014-10-29,cdi,604,49,1.0,99,nuit,heures,1,0,1
869,2014-12-02,,cdi,604,260,1.0,364,nuit,heures,0,0,1
870,2003-01-11,2003-12-11,cdd,605,285,1.0,401,nuit,heures,0,0,1
871,2003-12-18,,cdi,605,285,1.0,400,jour,heures,0,0,1
872,2000-10-25,2002-10-25,cdi,606,101,1.0,161,jour,heures,0,0,1
873,2002-11-04,2003-09-04,cdi,606,101,1.0,161,jour,heures,0,1,1
874,2003-10-29,,cdi,606,101,1.0,161,jour,heures,0,0,1
875,2001-10-05,2003-06-05,cdi,607,260,0.5,364,nuit,heures,1,1,1
876,2002-06-17,2026-02-01,cdd,608,205,1.0,295,nuit,heures,0,0,1
877,2019-04-24,2019-07-24,cdd,609,256,0.8,359,jour,heures,1,0,1
878,2019-08-30,2020-02-29,cdd,609,260,0.5,364,nuit,heures,0,1,1
879,2020-03-20,,cdi,609,73,1.0,130,nuit,heures,0,0,1
880,2001-02-18,,cdi,610,51,0.8,101,nuit,heures,0,0,0
881,2002-02-05,,cdi,611,216,1.0,309,forfait,jours,0,1,1
882,2016-04-15,2016-12-15,cdi,612,74,1.0,131,jour,heures,1,1,1
883,2000-10-15,2001-09-15,cdi,613,46,1.0,96,nuit,heures,1,0,1
884,2001-10-15,2002-04-15,cdi,613,46,1.0,96,nuit,heures,1,0,1
885,2017-04-30,2019-04-30,cdi,614,210,0.8,303,nuit,heures,0,0,1
886,2000-01-13,2001-10-13,cdi,615,143,1.0,203,jour,heures,1,0,1
887,2001-10-26,2003-03-26,cdd,616,262,0.5,366,nuit,heures,0,0,0
888,2003-03-29,2004-04-29,cdi,616,289,1.0,405,forfait,jours,0,0,0
889,2011-01-10,2011-07-10,cdi,617,102,1.0,162,forfait,jours,0,1,0
890,2011-08-08,2012-01-08,cdd,617,102,0.8,162,forfait,jours,0,0,1
891,2004-05-12,2005-05-12,cdi,618,104,0.6,164,jour,heures,1,0,1
892,2003-10-07,,cdi,619,260,0.8,364,nuit,heures,0,1,1
893,2000-04-14,2000-12-14,cdd,620,51,0.8,101,nuit,heures,1,1,1
894,2017-07-03,,cdi,621,289,0.8,405,forfait,jours,0,1,0
895,2001-10-15,2002-07-15,cdi,622,72,1.0,127,jour,heures,0,0,1
896,2000-09-22,2002-01-22,cdi,623,223,0.8,321,nuit,heures,0,0,1
897,2002-03-02,2003-05-02,cdi,623,223,1.0,320,jour,heures,0,0,1
898,2000-09-23,2002-05-23,cdi,624,18,1.0,44,jour,heures,0,1,1
899,2002-06-11,,cdi,624,18,1.0,44,jour,heures,1,1,0
900,2010-04-12,2012-02-12,cdi,625,205,1.0,294,jour,heures,1,1,1
901,2012-02-15,2013-08-15,cdd,625,285,0.5,400,jour,heures,0,1,1
902,2013-09-27,,cdi,625,238,1.0,336,jour,heures,1,0,1
903,2002-11-27,2004-11-27,cdi,626,247,1.0,350,nuit,heures,0,0,1
904,2004-12-21,2005-02-21,cdd,626,299,1.0,416,nuit,heures,0,0,1
905,2006-07-23,2007-11-23,cdd,627,220,1.0,316,nuit,heures,0,0,1
906,2017-09-10,2026-03-01,cdd,628,220,0.8,316,nuit,heures,0,1,1
907,2002-03-26,2003-08-26,cdi,629,4,1.0,7,jour,heures,0,0,1
908,2003-09-13,2004-10-13,cdd,629,98,1.0,158,jour,heures,0,1,1
909,2000-11-26,2001-09-26,cdi,630,256,1.0,360,nuit,heures,0,1,1
910,2019-04-26,2025-12-01,cdd,631,98,1.0,158,jour,heures,0,0,1
911,2000-02-06,2001-04-06,cdd,632,203,1.0,292,astreinte,astreinte,0,0,1
912,2004-09-20,2006-01-20,cdi,633,41,0.8,85,forfait,jours,0,0,1
913,2006-02-11,2008-02-11,cdi,633,41,1.0,85,forfait,jours,1,1,1
914,2002-09-28,2004-06-28,cdi,634,134,0.8,194,jour,heures,0,0,1
915,2000-07-29,2001-05-29,cdi,635,73,1.0,129,jour,heures,0,0,1
916,2001-07-28,2002-01-28,cdd,635,73,1.0,129,jour,heures,0,0,1
917,2002-03-03,2002-09-03,cdi,635,136,0.8,196,nuit,heures,1,1,1
918,2001-08-20,2002-04-20,cdi,636,51,1.0,101,nuit,heures,1,0,1
919,2001-06-17,,cdi,637,198,1.0,279,jour,heures,1,1,1
920,2002-11-29,,cdi,638,261,1.0,365,nuit,heures,0,0,1
921,2009-10-07,2026-02-01,cdd,639,205,0.8,294,jour,heures,1,1,1
922,2000-05-24,2002-05-24,cdi,640,155,0.5,217,forfait,jours,0,0,1
923,2002-05-27,2003-06-27,cdi,640,292,0.8,409,jour,heures,1,1,1
924,2003-07-03,2005-01-03,cdi,640,49,1.0,99,nuit,heures,0,1,1
925,2005-02-13,2006-04-13,cdi,640,49,1.0,99,nuit,heures,0,1,1
926,2006-05-21,2007-01-21,cdi,640,49,0.8,99,nuit,heures,0,0,1
927,2002-05-30,2003-01-30,cdi,641,205,1.0,295,nuit,heures,0,1,1
928,2003-03-28,2005-03-28,cdi,641,47,0.8,97,forfait,jours,0,0,1
929,2005-05-06,2007-01-06,cdi,641,47,0.8,97,forfait,jours,0,1,1
930,2018-12-21,2019-06-21,cdi,642,44,1.0,90,bloc,heures,0,0,0
931,2019-08-05,2021-01-05,cdi,642,44,0.8,88,jour,heures,1,0,0
932,2002-12-25,,cdi,643,16,1.0,40,jour,heures,0,1,1
933,2000-01-27,2001-02-27,cdi,644,123,1.0,183,forfait,jours,0,0,0
934,2001-06-06,2002-05-06,cdi,645,199,0.8,282,jour,heures,0,1,1
935,2002-03-17,2003-10-17,cdi,646,74,1.0,131,jour,heures,1,1,1
936,2003-10-22,2004-05-22,cdi,646,267,1.0,375,jour,heures,0,1,0
937,2004-06-14,2005-08-14,cdd,646,267,1.0,375,jour,heures,0,1,1
938,2005-10-08,2006-06-08,cdd,646,267,1.0,375,jour,heures,1,1,1
939,2006-07-02,2008-04-02,cdi,646,58,0.8,108,jour,heures,0,1,1
940,2000-08-19,2001-03-19,cdi,647,144,0.6,204,jour,heures,1,0,1
941,2001-04-28,2002-10-28,cdi,647,238,1.0,338,astreinte,astreinte,0,0,1
942,2002-05-15,2003-08-15,cdi,648,28,1.0,61,jour,heures,0,1,1
943,2012-02-19,2026-01-01,cdd,649,195,1.0,275,jour,heures,0,0,1
944,2001-10-12,,cdi,650,74,1.0,131,jour,heures,0,0,1
945,2002-08-23,2003-09-23,cdi,651,92,1.0,152,forfait,jours,1,0,1
946,2000-03-31,2001-03-31,cdi,652,105,1.0,165,jour,heures,0,1,1
947,2001-04-27,2002-07-27,cdi,652,224,0.8,322,nuit,heures,0,0,1
948,2002-08-03,2026-02-01,cdd,652,264,0.8,372,jour,heures,1,0,1
949,2000-06-21,2001-08-21,cdi,653,45,0.8,92,jour,heures,0,0,0
950,2001-09-18,,cdi,653,45,1.0,95,astreinte,astreinte,0,0,1
951,2006-10-11,2008-04-11,cdd,654,59,0.8,109,jour,heures,0,1,1
952,2008-04-24,2009-10-24,cdi,654,267,1.0,375,jour,heures,0,0,1
953,2009-11-29,2010-07-29,cdi,654,267,0.8,375,jour,heures,0,1,1
954,2002-03-02,2002-10-02,cdd,655,299,1.0,416,nuit,heures,0,1,1
955,2002-10-30,2003-05-30,cdi,655,299,0.5,416,nuit,heures,0,1,1
956,2003-06-04,2004-01-04,cdi,655,299,1.0,416,nuit,heures,0,0,1
957,2002-04-03,2003-09-03,cdi,656,260,0.8,364,nuit,heures,1,0,1
958,2003-09-12,2004-08-12,cdi,656,220,0.8,316,nuit,heures,0,1,1
959,2000-11-14,2002-05-14,cdi,657,224,0.5,322,nuit,heures,0,0,1
960,2002-12-27,2004-09-27,cdi,658,269,1.0,377,jour,heures,1,1,1
961,2014-12-19,2015-12-19,cdd,659,73,1.0,130,nuit,heures,0,0,1
962,2007-04-02,2008-07-02,cdi,660,157,0.8,220,jour,heures,1,0,1
963,2001-12-24,,cdi,661,44,1.0,89,nuit,heures,0,0,0
964,2000-04-27,2001-02-27,cdi,662,261,0.8,365,nuit,heures,0,1,1
965,2001-03-03,2025-10-01,cdd,662,224,1.0,322,nuit,heures,0,1,1
966,2001-12-11,2003-09-11,cdi,663,224,0.8,322,nuit,heures,0,1,1
967,2001-08-25,2003-04-25,cdi,664,75,1.0,132,jour,heures,0,1,1
968,2005-12-08,2006-12-08,cdi,665,59,1.0,109,jour,heures,0,1,1
969,2002-09-16,2003-11-16,cdi,666,224,0.8,322,nuit,heures,1,0,1
970,2002-03-13,2004-01-13,cdi,667,289,1.0,405,forfait,jours,1,1,0
971,2002-07-21,2003-07-21,cdd,668,238,1.0,337,nuit,heures,0,0,1
972,2003-08-23,2004-10-23,cdi,668,238,0.8,336,jour,heures,0,0,1
973,2002-08-28,2004-07-28,cdi,669,249,1.0,352,forfait,jours,0,0,1
974,2004-09-24,2006-04-24,cdi,669,249,1.0,352,forfait,jours,0,0,1
975,2006-06-12,2008-05-12,cdi,669,249,1.0,352,forfait,jours,0,0,0
976,2008-06-17,2010-02-17,cdi,669,40,1.0,84,forfait,jours,0,0,0
977,2001-09-12,2001-11-12,cdd,670,271,0.8,381,nuit,heures,0,0,0
978,2007-10-27,,cdi,671,203,1.0,291,nuit,heures,0,1,1
979,2001-11-09,2002-10-09,cdi,672,35,0.8,75,jour,heures,0,0,1
980,2000-01-23,2001-04-23,cdd,673,82,1.0,141,forfait,jours,1,1,1
981,2001-04-30,2003-02-28,cdi,673,82,0.8,141,forfait,jours,0,0,1
982,2001-10-16,,cdi,674,49,1.0,99,nuit,heures,1,1,1
983,2018-01-13,,cdi,675,43,1.0,87,nuit,heures,0,0,1
984,2001-04-02,2002-08-02,cdi,676,264,0.8,372,jour,heures,0,0,1
985,2002-08-19,2002-10-19,cdd,676,99,1.0,159,jour,heures,0,1,1
986,2011-12-12,2013-02-12,cdi,677,162,0.8,230,forfait,jours,1,0,1
987,2013-03-06,2014-06-06,cdi,677,162,0.8,230,forfait,jours,0,0,1
988,2014-06-20,2015-08-20,cdi,677,162,1.0,230,forfait,jours,1,0,1
989,2001-11-04,2003-02-04,cdi,678,261,1.0,365,nuit,heures,0,0,1
990,2001-07-07,2003-07-07,cdi,679,108,0.5,168,jour,heures,1,1,1
991,2001-10-25,2003-02-25,cdi,680,23,1.0,54,jour,heures,0,0,1
992,2002-03-31,2003-09-30,cdi,681,247,1.0,349,jour,heures,0,0,1
993,2004-08-08,2006-06-08,cdi,682,43,1.0,87,nuit,heures,0,0,1
994,2006-07-02,2008-05-02,cdi,682,43,1.0,87,nuit,heures,0,1,1
995,2013-07-12,2014-07-12,cdi,683,260,0.9,364,nuit,heures,0,1,1
996,2002-03-03,2002-12-03,cdi,684,135,1.0,195,jour,heures,0,0,1
997,2002-12-20,2004-06-20,cdi,685,1,1.0,1,jour,heures,1,1,1
998,2003-09-12,2004-04-12,cdi,686,92,0.8,152,forfait,jours,0,1,1
999,2002-06-19,,cdi,687,45,1.0,93,nuit,heures,0,1,0
1000,2002-02-20,2002-07-20,cdd,688,262,0.8,366,nuit,heures,0,0,0
1001,2002-09-02,,cdi,688,262,1.0,366,nuit,heures,0,1,0
1002,2006-10-19,,cdi,689,23,1.0,54,jour,heures,0,0,1
1003,2017-09-24,2018-12-24,cdi,690,101,1.0,161,jour,heures,0,1,1
1004,2010-10-23,,cdi,691,86,1.0,146,forfait,jours,1,1,1
1005,2019-05-06,2021-05-06,cdi,692,258,0.9,362,jour,heures,0,1,1
1006,2001-08-27,2002-11-27,cdi,693,224,0.8,322,nuit,heures,0,0,0
1007,2003-01-19,2004-11-19,cdi,693,256,1.0,360,nuit,heures,0,0,1
1008,2001-01-31,2002-12-31,cdi,694,145,1.0,205,jour,heures,0,0,1
1009,2003-01-12,2004-12-12,cdi,694,145,1.0,205,jour,heures,0,1,1
1010,2005-01-26,2005-11-26,cdd,694,145,0.8,205,jour,heures,1,0,1
1011,2002-01-03,,cdi,695,221,0.5,318,nuit,heures,0,0,1
1012,2007-04-10,2008-07-10,cdd,696,285,0.9,400,jour,heures,0,1,1
1013,2008-07-28,2010-06-28,cdi,696,285,1.0,400,jour,heures,1,0,1
1014,2010-06-29,2025-12-01,cdd,696,285,0.8,401,nuit,heures,0,1,1
1015,2000-08-21,2002-06-21,cdi,697,191,0.5,267,bloc,heures,0,1,0
1016,2002-07-25,2003-12-25,cdi,697,216,1.0,309,forfait,jours,0,1,1
1017,2013-10-25,2015-02-25,cdd,698,260,1.0,364,nuit,heures,0,1,1
1018,2017-08-04,2018-05-04,cdi,699,3,0.8,5,nuit,heures,0,1,1
1019,2012-10-27,2013-01-27,cdd,700,271,1.0,380,jour,heures,0,0,1
1020,2013-03-02,2013-06-02,cdd,700,268,1.0,376,jour,heures,0,1,1
1021,2000-08-23,2001-02-23,cdd,701,238,1.0,337,nuit,heures,0,0,1
1022,2001-04-14,,cdi,701,238,0.8,337,nuit,heures,0,1,0
1023,2000-08-10,,cdi,702,197,1.0,278,jour,heures,1,0,1
1024,2001-05-15,2002-02-15,cdi,703,69,1.0,121,nuit,heures,0,1,0
1025,2014-11-06,2016-07-06,cdi,704,132,0.8,192,jour,heures,0,0,1
1026,2016-08-13,2017-06-13,cdi,704,133,1.0,193,jour,heures,1,0,1
1027,2017-07-14,2018-08-14,cdi,704,256,1.0,360,nuit,heures,0,1,0
1028,2001-07-11,2002-02-11,cdd,705,100,0.8,160,jour,heures,0,0,1
1029,2001-02-26,2001-06-26,cdd,706,216,0.8,309,forfait,jours,0,0,1
1030,2010-01-25,,cdi,707,69,1.0,120,jour,heures,1,0,0
1031,2018-03-25,2018-09-25,cdi,708,72,1.0,128,nuit,heures,0,1,1
1032,2002-09-21,2003-11-21,cdd,709,108,0.6,168,jour,heures,1,0,1
1033,2003-11-30,,cdi,709,224,1.0,322,nuit,heures,0,0,1
1034,2000-08-15,2001-08-15,cdi,710,59,1.0,109,jour,heures,1,0,1
1035,2001-08-17,2003-02-17,cdi,710,247,1.0,349,jour,heures,0,1,1
1036,2002-03-06,2004-01-06,cdi,711,200,1.0,283,jour,heures,0,1,0
1037,2000-10-18,2002-07-18,cdi,712,247,0.8,349,jour,heures,1,0,0
1038,2010-06-21,,cdi,713,70,1.0,124,nuit,heures,0,0,1
1039,2005-02-19,2006-01-19,cdi,714,45,0.8,95,astreinte,astreinte,1,0,0
1040,2002-08-29,2003-01-29,cdd,715,200,0.8,284,nuit,heures,0,0,0
1041,2001-08-12,2003-01-12,cdi,716,48,0.8,98,forfait,jours,0,0,1
1042,2003-01-28,2025-12-01,cdd,716,48,1.0,98,forfait,jours,0,1,0
1043,2003-11-20,2004-09-20,cdi,717,264,0.5,372,jour,heures,0,0,1
1044,2004-10-30,2006-08-30,cdi,717,264,0.8,372,jour,heures,1,0,1
1045,2011-11-26,,cdi,718,61,1.0,111,jour,heures,0,1,1
1046,2020-02-11,,cdi,719,125,1.0,185,forfait,jours,1,0,1
1047,2001-10-15,2002-10-15,cdi,720,285,0.8,400,jour,heures,1,1,1
1048,2014-05-26,,cdi,721,71,0.5,125,jour,heures,0,0,1
1049,2000-02-08,2001-02-08,cdd,722,107,1.0,167,jour,heures,0,1,1
1050,2017-05-07,2018-06-07,cdd,723,65,1.0,115,nuit,heures,0,0,1
1051,2018-07-13,2020-05-13,cdi,723,65,1.0,116,astreinte,astreinte,0,0,1
1052,2020-06-05,,cdi,723,254,1.0,357,forfait,jours,0,0,1
1053,2016-06-19,2018-06-19,cdi,724,254,0.8,357,forfait,jours,0,0,1
1054,2018-08-16,2020-01-16,cdd,724,254,0.5,357,forfait,jours,0,0,1
1055,2013-05-12,,cdi,725,197,0.5,278,jour,heures,0,1,1
1056,2002-06-16,,cdi,726,99,1.0,159,jour,heures,0,1,1
1057,2000-11-30,,cdi,727,263,0.8,370,bloc,heures,0,0,0
1058,2001-01-31,2002-03-31,cdi,728,210,1.0,302,jour,heures,1,0,1
1059,2002-04-26,2002-10-26,cdi,728,247,0.8,349,jour,heures,1,1,1
1060,2000-03-24,2000-09-24,cdi,729,265,1.0,373,forfait,jours,0,1,1
1061,2000-09-28,2002-09-28,cdi,729,265,0.5,373,forfait,jours,0,1,1
1062,2000-05-17,2002-05-17,cdi,730,13,1.0,35,astreinte,astreinte,0,0,1
1063,2000-09-11,2001-12-11,cdi,731,261,1.0,365,nuit,heures,0,1,1
1064,2002-01-25,2003-08-25,cdi,731,260,0.8,364,nuit,heures,0,1,1
1065,2003-09-12,2004-05-12,cdd,731,260,1.0,364,nuit,heures,1,0,1
1066,2000-01-25,2000-09-25,cdi,732,136,1.0,196,nuit,heures,0,0,1
1067,2000-10-25,2001-06-25,cdd,732,136,0.6,196,nuit,heures,0,0,1
1068,2001-03-31,2002-09-30,cdi,733,285,1.0,400,jour,heures,1,0,1
1069,2002-10-18,2003-09-18,cdi,733,285,0.8,400,jour,heures,1,0,1
1070,2003-11-15,2005-10-15,cdi,733,285,1.0,400,jour,heures,0,0,1
1071,2001-05-13,2003-02-13,cdi,734,58,1.0,108,jour,heures,0,0,1
1072,2001-09-29,,cdi,735,61,0.8,111,jour,heures,1,1,1
1073,2009-07-28,,cdi,736,74,0.8,131,jour,heures,0,1,1
1074,2013-02-23,,cdi,737,51,0.8,101,nuit,heures,1,1,1
1075,2002-09-23,,cdi,738,104,1.0,164,jour,heures,0,1,1
1076,2001-09-27,2026-01-01,cdd,739,238,0.8,336,jour,heures,1,0,1
1077,2011-09-05,2025-11-01,cdd,740,261,1.0,365,nuit,heures,1,1,1
1078,2007-08-02,2008-12-02,cdi,741,56,1.0,106,jour,heures,0,0,1
1079,2008-12-02,2025-10-01,cdd,741,27,1.0,59,jour,heures,0,1,1
1080,2012-06-08,,cdi,742,210,1.0,302,jour,heures,0,1,1
1081,2004-04-14,2006-02-14,cdi,743,267,0.5,375,jour,heures,0,1,1
1082,2002-01-19,2003-05-19,cdi,744,7,1.0,16,jour,heures,0,0,1
1083,2000-07-11,2002-02-11,cdi,745,47,1.0,97,forfait,jours,0,0,1
1084,2001-04-25,2001-12-25,cdi,746,35,1.0,75,jour,heures,1,1,1
1085,2002-02-18,2003-01-18,cdi,746,285,0.8,400,jour,heures,0,0,1
1086,2003-02-27,2004-05-27,cdd,746,285,0.8,400,jour,heures,1,1,1
1087,2001-03-19,2001-10-19,cdd,747,248,1.0,351,forfait,jours,1,1,1
1088,2017-06-10,2019-03-10,cdi,748,46,1.0,96,nuit,heures,0,1,1
1089,2019-04-09,,cdi,748,46,0.8,96,nuit,heures,0,1,1
1090,2001-05-13,2002-01-13,cdi,749,193,1.0,272,jour,heures,0,0,1
1091,2002-03-10,2003-09-10,cdi,749,260,1.0,364,nuit,heures,0,1,1
1092,2003-09-22,2005-09-22,cdi,749,260,1.0,364,nuit,heures,0,1,1
1093,2001-05-27,2002-07-27,cdi,750,44,1.0,89,nuit,heures,0,0,0
1094,2002-09-13,2003-08-13,cdi,750,44,1.0,90,bloc,heures,0,1,0
1095,2003-09-23,2004-11-23,cdi,750,44,0.8,88,jour,heures,1,0,0
1096,2004-12-07,2006-10-07,cdi,750,44,0.8,89,nuit,heures,0,1,0
1097,2001-04-04,2001-11-04,cdi,751,121,0.8,181,jour,heures,0,1,0
1098,2001-12-13,2003-11-13,cdi,751,121,0.8,181,jour,heures,1,0,0
1099,2001-07-06,2002-01-06,cdi,752,14,1.0,36,jour,heures,0,0,1
1100,2001-12-11,2002-09-11,cdi,753,221,0.8,317,jour,heures,0,0,1
1101,2000-10-27,2002-01-27,cdd,754,247,0.8,349,jour,heures,0,1,1
1102,2002-03-13,2004-03-13,cdi,754,260,0.5,364,nuit,heures,0,0,1
1103,2012-10-02,2013-11-02,cdi,755,262,1.0,367,bloc,heures,0,1,0
1104,2000-11-16,2000-12-16,cdd,756,299,1.0,416,nuit,heures,1,1,1
1105,2000-01-15,2000-04-15,cdd,757,263,0.8,369,nuit,heures,0,0,0
1106,2000-06-03,2001-10-03,cdi,757,262,0.5,367,bloc,heures,1,1,0
1107,2002-03-23,,cdi,758,36,1.0,77,jour,heures,0,1,1
1108,2007-01-27,2008-11-27,cdi,759,285,1.0,400,jour,heures,0,1,1
1109,2000-11-19,,cdi,760,256,0.5,359,jour,heures,0,1,1
1110,2004-08-13,2006-05-13,cdi,761,204,1.0,293,forfait,jours,1,0,0
1111,2020-03-12,,cdi,762,49,1.0,99,nuit,heures,0,0,1
1112,2002-03-08,2003-04-08,cdi,763,299,0.5,416,nuit,heures,0,0,1
1113,2001-10-05,2003-06-05,cdi,764,192,1.0,270,bloc,heures,0,0,0
1114,2003-06-28,2005-03-28,cdi,764,192,1.0,269,jour,heures,0,1,1
1115,2002-05-26,2003-09-26,cdi,765,102,0.8,162,forfait,jours,0,1,1
1116,2001-03-21,2001-09-21,cdd,766,220,1.0,316,nuit,heures,0,1,1
1117,2005-11-14,2007-10-14,cdi,767,241,1.0,341,forfait,jours,0,0,0
1118,2007-10-25,2008-02-25,cdd,767,223,1.0,320,jour,heures,0,0,1
1119,2002-03-03,2003-05-03,cdi,768,20,0.8,48,jour,heures,0,0,0
1120,2003-06-25,2004-11-25,cdi,768,20,1.0,48,jour,heures,0,0,1
1121,2005-01-14,,cdi,768,205,1.0,295,nuit,heures,0,0,1
1122,2009-12-31,2010-10-31,cdd,769,42,0.8,86,forfait,jours,0,1,1
1123,2002-08-11,2002-10-11,cdd,770,261,1.0,365,nuit,heures,0,1,1
1124,2002-11-02,,cdi,770,261,0.8,365,nuit,heures,0,0,1
1125,2011-07-22,2012-09-22,cdi,771,104,0.8,164,jour,heures,1,0,1
1126,2012-10-31,2013-03-31,cdd,771,104,1.0,164,jour,heures,1,1,1
1127,2015-04-11,,cdi,772,210,0.8,302,jour,heures,0,0,0
1128,2020-11-25,2022-02-25,cdi,773,43,1.0,87,nuit,heures,1,0,1
1129,2002-12-07,2003-12-07,cdi,774,204,1.0,293,forfait,jours,0,0,1
1130,2018-03-01,2018-11-01,cdd,775,74,1.0,131,jour,heures,0,0,1
1131,2018-11-27,,cdi,775,74,0.8,131,jour,heures,1,1,1
1132,2001-02-02,,cdi,776,16,1.0,41,astreinte,astreinte,0,0,1
1133,2006-02-23,2007-12-23,cdi,777,28,1.0,62,astreinte,astreinte,0,0,1
1134,2000-10-25,2002-02-25,cdd,778,221,1.0,317,jour,heures,0,0,1
1135,2018-05-15,,cdi,779,271,1.0,381,nuit,heures,0,0,1
1136,2002-11-06,2004-02-06,cdi,780,271,1.0,381,nuit,heures,0,0,1
1137,2004-03-14,2005-03-14,cdd,780,271,1.0,380,jour,heures,0,0,1
1138,2002-12-26,2026-01-01,cdd,781,108,1.0,168,jour,heures,1,1,1
1139,2002-02-05,2002-04-05,cdd,782,260,1.0,364,nuit,heures,0,0,1
1140,2005-03-28,2006-07-28,cdi,783,256,1.0,359,jour,heures,0,0,1
1141,2002-03-19,2004-02-19,cdi,784,247,0.8,349,jour,heures,0,0,1
1142,2013-03-15,2014-12-15,cdi,785,22,1.0,52,jour,heures,0,1,1
1143,2008-06-10,2009-08-10,apprenti,786,203,0.8,292,astreinte,astreinte,1,0,1
1144,2000-06-23,2002-02-23,cdi,787,16,0.8,40,jour,heures,0,0,1
1145,2002-04-01,2003-06-01,cdd,787,16,1.0,40,jour,heures,0,0,0
1146,2003-06-17,2026-02-01,cdd,787,16,1.0,40,jour,heures,0,1,1
1147,2002-05-19,2003-04-19,cdi,788,188,1.0,257,jour,heures,1,1,1
1148,2000-02-09,2001-12-09,cdi,789,205,1.0,295,nuit,heures,0,0,1
1149,2002-09-02,2003-07-02,apprenti,790,220,1.0,315,jour,heures,0,1,1
1150,2003-08-04,,cdi,790,220,1.0,315,jour,heures,0,0,1
1151,2002-08-17,2003-09-17,cdi,791,154,0.5,216,forfait,jours,0,1,1
1152,2005-11-06,,cdi,792,261,0.8,365,nuit,heures,0,0,1
1153,2000-02-21,2001-03-21,cdi,793,194,1.0,273,jour,heures,0,1,1
1154,2002-06-30,2003-09-30,cdi,794,299,0.8,416,nuit,heures,0,1,1
1155,2003-10-26,2005-07-26,cdi,794,256,1.0,359,jour,heures,1,0,1
1156,2018-04-22,,cdi,795,284,0.8,399,jour,heures,0,0,1
1157,2000-06-12,2001-03-12,cdd,796,224,1.0,322,nuit,heures,0,1,0
1158,2000-11-25,2002-03-25,cdi,797,263,1.0,369,nuit,heures,0,0,0
1159,2001-03-05,2001-11-05,cdd,798,261,1.0,365,nuit,heures,0,0,1
1160,2001-11-16,2003-03-16,cdi,798,104,1.0,164,jour,heures,0,0,1
1161,2003-03-17,2004-11-17,cdi,798,104,1.0,164,jour,heures,0,0,1
1162,2004-11-21,2005-01-21,cdd,798,265,0.5,373,forfait,jours,0,0,1
1163,2001-01-13,2001-12-13,cdi,799,193,1.0,272,jour,heures,1,1,1
1164,2002-01-30,2003-08-30,cdi,799,193,1.0,272,jour,heures,0,0,1
1165,2003-10-04,2005-10-04,cdi,799,2,1.0,3,nuit,heures,0,1,1
1166,2001-03-15,,cdi,800,189,1.0,262,astreinte,astreinte,0,0,1
1167,2000-03-24,2001-11-24,cdi,801,217,0.8,310,jour,heures,0,1,1
1168,2002-12-31,2026-03-01,cdd,802,196,1.0,277,jour,heures,0,0,1
1169,2001-07-22,2002-07-22,cdi,803,224,1.0,322,nuit,heures,1,0,1
1170,2003-01-30,2003-11-30,cdi,804,247,0.8,350,nuit,heures,0,1,1
1171,2004-01-27,2005-07-27,cdi,804,49,0.8,99,nuit,heures,0,1,1
1172,2005-09-12,2025-10-01,cdd,804,49,0.6,99,nuit,heures,0,1,1
1173,2002-12-04,2003-12-04,cdd,805,223,1.0,321,nuit,heures,0,1,1
