id,id_contrat,code,debut,fin
2344,1023,CA,2025-02-03,2025-02-04
2345,1023,CA,2025-05-23,2025-05-26
2346,1023,CA,2025-07-01,2025-07-02
2347,1023,CA,2025-07-23,2025-07-29
2348,1030,CA,2024-09-05,2024-09-06
2349,1030,CA,2024-09-13,2024-09-17
2350,1030,CA,2024-10-29,2024-10-31
2351,1030,CA,2024-11-08,2024-11-08
2352,1030,CA,2024-11-12,2024-11-15
2353,1030,CA,2025-01-14,2025-01-20
2354,1030,CA,2025-03-13,2025-03-18
2355,1030,CA,2025-05-02,2025-05-05
2356,1030,CA,2025-05-13,2025-05-13
2357,1030,CA,2025-08-08,2025-08-12
2358,1033,CA,2024-10-23,2024-10-24
2359,1033,CA,2024-11-19,2024-11-20
2360,1033,CA,2025-03-26,2025-04-01
2361,1033,CA,2025-05-19,2025-05-22
2362,1033,CA,2025-06-19,2025-06-23
2363,1033,CA,2025-07-08,2025-07-11
2364,1033,CA,2025-08-08,2025-08-11
2365,1038,CA,2024-09-13,2024-09-17
2366,1038,CA,2024-11-14,2024-11-14
2367,1038,CA,2024-12-11,2024-12-13
2368,1038,CA,2025-06-17,2025-06-17
2369,1038,CA,2025-06-25,2025-06-25
2370,1038,CA,2025-07-11,2025-07-11
2371,1038,CA,2025-07-15,2025-07-18
2372,1038,CA,2025-07-28,2025-07-30
2373,1038,CA,2025-08-27,2025-08-29
2374,1042,CA,2024-09-03,2024-09-05
2375,1042,CA,2024-09-12,2024-09-13
2376,1042,RTT,2024-11-08,2024-11-08
2377,1042,RTT,2024-11-26,2024-11-26
2378,1042,CA,2024-12-19,2024-12-24
2379,1042,RTT,2024-12-23,2024-12-23
2380,1042,CA,2024-12-30,2025-01-02
2381,1042,CA,2025-01-06,2025-01-07
2382,1042,CA,2025-01-09,2025-01-14
2383,1042,RTT,2025-01-30,2025-01-30
2384,1042,CA,2025-03-05,2025-03-10
2385,1042,CA,2025-03-24,2025-03-27
2386,1042,RTT,2025-03-31,2025-03-31
2387,1042,RTT,2025-06-24,2025-06-24
2388,1042,RTT,2025-07-09,2025-07-09
2389,1042,RTT,2025-07-28,2025-07-29
2390,1042,RTT,2025-08-13,2025-08-13
2391,1045,CA,2024-09-23,2024-09-26
2392,1045,CA,2024-10-30,2024-10-31
2393,1045,CA,2024-11-04,2024-11-04
2394,1045,CA,2024-11-06,2024-11-08
2395,1045,CA,2024-11-12,2024-11-12
2396,1045,CA,2024-12-03,2024-12-04
2397,1045,CA,2025-01-15,2025-01-21
2398,1045,CA,2025-05-07,2025-05-09
2399,1045,CA,2025-06-12,2025-06-16
2400,1046,CA,2024-09-30,2024-10-03
2401,1046,CA,2024-10-16,2024-10-18
2402,1046,RTT,2024-10-23,2024-10-23
2403,1046,CA,2024-11-22,2024-11-26
2404,1046,RTT,2024-12-06,2024-12-06
2405,1046,CA,2024-12-20,2024-12-23
2406,1046,CA,2025-01-03,2025-01-06
2407,1046,RTT,2025-01-08,2025-01-08
2408,1046,CA,2025-04-02,2025-04-04
2409,1046,CA,2025-04-10,2025-04-15
2410,1046,CA,2025-04-24,2025-04-29
2411,1046,RTT,2025-06-12,2025-06-13
2412,1046,CA,2025-06-20,2025-06-23
2413,1046,RTT,2025-07-15,2025-07-15
2414,1046,RTT,2025-07-28,2025-07-28
2415,1048,CA,2024-09-26,2024-09-26
2416,1048,CA,2025-01-24,2025-01-24
2417,1048,CA,2025-05-27,2025-05-27
2418,1048,CA,2025-06-06,2025-06-06
2419,1048,CA,2025-06-10,2025-06-12
2420,1048,CA,2025-07-22,2025-07-23
2421,1048,CA,2025-07-31,2025-08-01
2422,1048,CA,2025-08-13,2025-08-14
2423,1052,CA,2024-09-02,2024-09-03
2424,1052,RTT,2024-09-27,2024-09-27
2425,1052,CA,2024-12-09,2024-12-10
2426,1052,CA,2025-01-10,2025-01-15
2427,1052,RTT,2025-01-28,2025-01-28
2428,1052,CA,2025-02-21,2025-02-25
2429,1052,RTT,2025-03-10,2025-03-10
2430,1052,CA,2025-03-11,2025-03-13
2431,1052,CA,2025-04-25,2025-04-25
2432,1052,RTT,2025-05-07,2025-05-07
2433,1052,CA,2025-05-16,2025-05-20
2434,1052,RTT,2025-05-27,2025-05-28
2435,1052,RTT,2025-06-27,2025-06-27
2436,1052,RTT,2025-07-03,2025-07-03
2437,1052,CA,2025-07-04,2025-07-04
2438,1052,CA,2025-07-16,2025-07-17
2439,1052,RTT,2025-07-23,2025-07-23
2440,1052,CA,2025-08-13,2025-08-14
2441,1052,CA,2025-08-18,2025-08-18
2442,1055,CA,2024-09-18,2024-09-23
2443,1055,CA,2024-12-27,2024-12-27
2444,1055,CA,2025-01-03,2025-01-07
2445,1055,CA,2025-04-18,2025-04-18
2446,1055,CA,2025-05-14,2025-05-14
2447,1055,CA,2025-08-27,2025-08-29
2448,1056,CA,2024-10-22,2024-10-24
2449,1056,CA,2024-10-30,2024-10-30
2450,1056,CA,2024-12-16,2024-12-20
2451,1056,CA,2025-01-13,2025-01-17
2452,1056,CA,2025-04-04,2025-04-04
2453,1056,CA,2025-04-11,2025-04-15
2454,1056,CA,2025-05-05,2025-05-07
2455,1056,CA,2025-06-17,2025-06-18
2456,1057,CA,2024-10-04,2024-10-10
2457,1057,CA,2024-10-23,2024-10-23
2458,1057,CA,2025-01-20,2025-01-23
2459,1057,CA,2025-07-01,2025-07-02
2460,1057,CA,2025-07-28,2025-07-31
2461,1057,CA,2025-08-05,2025-08-08
2462,1072,CA,2024-12-30,2025-01-03
2463,1072,CA,2025-01-08,2025-01-14
2464,1072,CA,2025-07-17,2025-07-22
2465,1072,CA,2025-08-12,2025-08-14
2466,1072,CA,2025-08-18,2025-08-19
2467,1073,CA,2024-09-05,2024-09-06
2468,1073,CA,2024-10-29,2024-10-30
2469,1073,CA,2025-04-18,2025-04-18
2470,1073,CA,2025-04-22,2025-04-25
2471,1073,CA,2025-07-11,2025-07-11
2472,1073,CA,2025-07-15,2025-07-16
2473,1073,CA,2025-07-24,2025-07-30
2474,1074,CA,2024-09-18,2024-09-20
2475,1074,CA,2024-11-06,2024-11-08
2476,1074,CA,2024-12-16,2024-12-16
2477,1074,CA,2024-12-30,2025-01-03
2478,1074,CA,2025-01-24,2025-01-27
2479,1074,CA,2025-02-14,2025-02-14
2480,1074,CA,2025-02-28,2025-03-04
2481,1074,CA,2025-08-14,2025-08-14
2482,1074,CA,2025-08-18,2025-08-20
2483,1075,CA,2024-09-02,2024-09-03
2484,1075,CA,2024-09-17,2024-09-18
2485,1075,CA,2024-10-08,2024-10-10
2486,1075,CA,2025-02-17,2025-02-17
2487,1075,CA,2025-05-12,2025-05-20
2488,1075,CA,2025-07-16,2025-07-17
2489,1075,CA,2025-07-31,2025-08-01
2490,1075,CA,2025-08-13,2025-08-14
2491,1075,CA,2025-08-18,2025-08-19
2492,1076,CA,2024-10-16,2024-10-17
2493,1076,CA,2024-10-25,2024-10-25
2494,1076,CA,2025-01-31,2025-02-06
2495,1076,CA,2025-03-12,2025-03-17
2496,1076,CA,2025-05-09,2025-05-13
2497,1076,CA,2025-07-07,2025-07-08
2498,1076,CA,2025-08-27,2025-08-29
2499,1077,CA,2024-11-05,2024-11-07
2500,1077,CA,2024-11-27,2024-11-29
2501,1077,CA,2025-02-07,2025-02-12
2502,1077,CA,2025-05-23,2025-05-27
2503,1077,CA,2025-06-10,2025-06-16
2504,1077,CA,2025-08-04,2025-08-13
2505,1079,CA,2024-11-12,2024-11-13
2506,1079,CA,2024-11-25,2024-11-25
2507,1079,CA,2025-01-06,2025-01-10
2508,1079,CA,2025-01-21,2025-01-24
2509,1079,CA,2025-02-17,2025-02-17
2510,1079,CA,2025-03-11,2025-03-17
2511,1079,CA,2025-03-20,2025-03-21
2512,1079,CA,2025-03-27,2025-03-27
2513,1079,CA,2025-04-03,2025-04-07
2514,1079,CA,2025-06-18,2025-06-19
2515,1079,CA,2025-07-16,2025-07-16
2516,1080,CA,2024-10-15,2024-10-16
2517,1080,CA,2025-03-07,2025-03-07
2518,1080,CA,2025-04-01,2025-04-01
2519,1080,CA,2025-04-07,2025-04-09
2520,1080,CA,2025-04-18,2025-04-18
2521,1080,CA,2025-05-14,2025-05-14
2522,1080,CA,2025-05-16,2025-05-16
2523,1080,CA,2025-06-02,2025-06-05
2524,1080,CA,2025-07-10,2025-07-11
2525,1080,CA,2025-07-15,2025-07-21
2526,1080,CA,2025-08-08,2025-08-12
2527,1080,CA,2025-08-18,2025-08-18
2528,1080,CA,2025-08-29,2025-08-29
2529,1089,CA,2024-09-02,2024-09-02
2530,1089,CA,2024-10-01,2024-10-01
2531,1089,CA,2024-10-17,2024-10-17
2532,1089,CA,2025-02-07,2025-02-11
2533,1089,CA,2025-02-14,2025-02-20
2534,1089,CA,2025-02-24,2025-02-27
2535,1089,CA,2025-07-01,2025-07-03
2536,1089,CA,2025-07-21,2025-07-21
2537,1107,CA,2025-01-13,2025-01-14
2538,1107,CA,2025-01-24,2025-01-24
2539,1107,CA,2025-05-05,2025-05-13
2540,1107,CA,2025-05-23,2025-05-28
2541,1107,CA,2025-08-05,2025-08-13
2542,1109,CA,2024-09-13,2024-09-13
2543,1109,CA,2025-02-27,2025-02-28
2544,1109,CA,2025-03-24,2025-03-26
2545,1109,CA,2025-04-11,2025-04-11
2546,1109,CA,2025-07-03,2025-07-07
2547,1109,CA,2025-07-24,2025-07-29
2548,1111,CA,2024-10-02,2024-10-04
2549,1111,CA,2024-10-14,2024-10-15
2550,1111,CA,2025-02-03,2025-02-05
2551,1111,CA,2025-03-10,2025-03-19
2552,1111,CA,2025-04-07,2025-04-07
2553,1111,CA,2025-04-15,2025-04-15
2554,1111,CA,2025-04-17,2025-04-17
2555,1111,CA,2025-05-28,2025-06-02
2556,1121,CA,2024-10-18,2024-10-18
2557,1121,CA,2024-12-13,2024-12-19
2558,1121,CA,2025-01-15,2025-01-21
2559,1121,CA,2025-01-31,2025-02-04
2560,1121,CA,2025-05-30,2025-06-04
2561,1121,CA,2025-07-03,2025-07-07
2562,1121,CA,2025-08-04,2025-08-04
2563,1124,CA,2024-09-25,2024-09-30
2564,1124,CA,2024-11-13,2024-11-15
2565,1124,CA,2025-02-07,2025-02-10
2566,1124,CA,2025-02-13,2025-02-18
2567,1124,CA,2025-07-15,2025-07-17
2568,1124,CA,2025-08-26,2025-08-28
2569,1127,CA,2025-03-28,2025-04-07
2570,1127,CA,2025-05-07,2025-05-13
2571,1127,CA,2025-07-08,2025-07-11
2572,1127,CA,2025-07-15,2025-07-22
2573,1131,CA,2025-01-17,2025-01-21
2574,1131,CA,2025-04-30,2025-04-30
2575,1131,CA,2025-05-07,2025-05-07
2576,1131,CA,2025-05-13,2025-05-22
2577,1131,CA,2025-05-26,2025-05-28
2578,1131,CA,2025-06-04,2025-06-04
2579,1131,CA,2025-08-13,2025-08-13
2580,1132,CA,2024-09-27,2024-09-30
2581,1132,CA,2024-12-09,2024-12-11
2582,1132,CA,2025-03-26,2025-03-27
2583,1132,CA,2025-07-07,2025-07-08
2584,1132,CA,2025-07-15,2025-07-15
2585,1132,CA,2025-07-18,2025-07-24
2586,1132,CA,2025-08-11,2025-08-14
2587,1132,CA,2025-08-22,2025-08-22
2588,1132,CA,2025-08-27,2025-08-27
2589,1135,CA,2024-09-23,2024-09-23
2590,1135,CA,2024-10-07,2024-10-09
2591,1135,CA,2025-02-03,2025-02-04
2592,1135,CA,2025-03-11,2025-03-12
2593,1135,CA,2025-03-25,2025-03-31
2594,1135,CA,2025-05-05,2025-05-05
2595,1135,CA,2025-06-23,2025-07-02
2596,1138,CA,2024-10-04,2024-10-07
2597,1138,CA,2024-12-13,2024-12-19
2598,1138,CA,2025-01-20,2025-01-24
2599,1138,CA,2025-05-05,2025-05-07
2600,1138,CA,2025-06-27,2025-07-03
2601,1138,CA,2025-08-13,2025-08-13
2602,1146,CA,2024-11-08,2024-11-08
2603,1146,CA,2024-11-12,2024-11-15
2604,1146,CA,2024-11-19,2024-11-21
2605,1146,CA,2025-01-23,2025-01-29
2606,1146,CA,2025-02-12,2025-02-17
2607,1146,CA,2025-06-13,2025-06-16
2608,1146,CA,2025-06-26,2025-06-30
2609,1150,CA,2024-09-17,2024-09-23
2610,1150,CA,2024-11-14,2024-11-19
2611,1150,CA,2024-11-27,2024-12-03
2612,1150,CA,2025-01-15,2025-01-21
2613,1150,CA,2025-04-30,2025-04-30
2614,1150,CA,2025-08-06,2025-08-08
2615,1152,CA,2024-10-07,2024-10-07
2616,1152,CA,2024-10-16,2024-10-22
2617,1152,CA,2025-01-29,2025-01-30
2618,1152,CA,2025-06-24,2025-06-26
2619,1152,CA,2025-08-07,2025-08-12
2620,1152,CA,2025-08-27,2025-08-29
2621,1156,CA,2024-10-02,2024-10-04
2622,1156,CA,2025-04-16,2025-04-17
2623,1156,CA,2025-07-15,2025-07-21
2624,1156,CA,2025-08-04,2025-08-08
2625,1156,CA,2025-08-25,2025-08-28
2626,1166,CA,2025-01-28,2025-01-29
2627,1166,CA,2025-02-10,2025-02-10
2628,1166,CA,2025-03-04,2025-03-10
2629,1166,CA,2025-05-12,2025-05-14
2630,1166,CA,2025-05-27,2025-06-02
2631,1166,CA,2025-06-17,2025-06-17
2632,1166,CA,2025-07-16,2025-07-21
2633,1166,CA,2025-07-24,2025-07-29
2634,1168,CA,2024-10-25,2024-10-31
2635,1168,CA,2024-11-04,2024-11-05
2636,1168,CA,2024-12-30,2025-01-03
2637,1168,CA,2025-06-05,2025-06-06
2638,1168,CA,2025-06-13,2025-06-18
2639,1168,CA,2025-07-08,2025-07-09
2640,1168,CA,2025-08-18,2025-08-21
2641,1172,CA,2024-10-29,2024-10-29
2642,1172,CA,2024-11-07,2024-11-07
2643,1172,CA,2025-05-06,2025-05-09
2644,1172,CA,2025-05-26,2025-05-30
2645,1172,CA,2025-07-25,2025-08-01
2646,1176,CA,2024-09-09,2024-09-09
2647,1176,CA,2024-09-12,2024-09-13
2648,1176,CA,2024-10-15,2024-10-17
2649,1176,CA,2024-10-23,2024-10-23
2650,1176,CA,2025-04-07,2025-04-07
2651,1176,CA,2025-05-09,2025-05-12
2652,1176,CA,2025-05-16,2025-05-20
2653,1176,CA,2025-05-28,2025-06-03
2654,1176,CA,2025-08-19,2025-08-22
2655,1178,CA,2024-09-12,2024-09-13
2656,1178,CA,2024-10-09,2024-10-10
2657,1178,CA,2024-10-29,2024-10-31
2658,1178,CA,2025-01-16,2025-01-16
2659,1178,CA,2025-01-24,2025-02-03
2660,1178,CA,2025-03-19,2025-03-24
2661,1178,CA,2025-03-31,2025-04-01
2662,1178,CA,2025-06-10,2025-06-12
2663,1178,CA,2025-06-23,2025-06-23
2664,1180,CA,2024-10-01,2024-10-03
2665,1180,CA,2024-12-18,2024-12-24
2666,1180,CA,2025-01-24,2025-01-30
2667,1180,CA,2025-07-04,2025-07-09
2668,1180,CA,2025-07-22,2025-07-22
2669,1180,CA,2025-07-25,2025-07-25
2670,1180,CA,2025-08-12,2025-08-13
2671,1180,CA,2025-08-27,2025-08-28
2672,1185,CA,2024-09-19,2024-09-24
2673,1185,CA,2024-10-01,2024-10-03
2674,1185,CA,2024-10-25,2024-10-31
2675,1185,CA,2024-11-15,2024-11-20
2676,1185,CA,2024-12-05,2024-12-11
2677,1185,CA,2025-01-08,2025-01-10
2678,1185,CA,2025-05-22,2025-05-26
2679,1186,CA,2024-10-09,2024-10-10
2680,1186,CA,2024-11-25,2024-11-28
2681,1186,CA,2024-12-19,2024-12-26
2682,1186,CA,2025-01-31,2025-01-31
2683,1186,CA,2025-02-25,2025-02-25
2684,1186,CA,2025-05-15,2025-05-21
2685,1186,CA,2025-06-03,2025-06-04
2686,1186,CA,2025-08-21,2025-08-21
2687,1187,CA,2025-03-19,2025-03-21
2688,1187,CA,2025-04-24,2025-04-30
2689,1187,CA,2025-05-09,2025-05-15
2690,1187,CA,2025-05-19,2025-05-19
2691,1187,CA,2025-07-02,2025-07-07
2692,1187,CA,2025-07-15,2025-07-21
2693,1187,CA,2025-08-07,2025-08-07
2694,1189,CA,2024-10-08,2024-10-17
2695,1189,CA,2024-12-03,2024-12-04
2696,1189,CA,2025-01-03,2025-01-06
2697,1189,CA,2025-05-15,2025-05-21
2698,1189,CA,2025-07-22,2025-07-23
2699,1189,CA,2025-08-27,2025-08-27
2700,1193,CA,2024-10-17,2024-10-18
2701,1193,CA,2024-11-19,2024-11-19
2702,1193,CA,2024-12-30,2025-01-02
2703,1193,CA,2025-01-10,2025-01-13
2704,1193,CA,2025-07-02,2025-07-08
2705,1193,CA,2025-08-26,2025-08-26
2706,1197,CA,2024-10-03,2024-10-03
2707,1197,CA,2024-11-27,2024-12-02
2708,1197,CA,2024-12-30,2024-12-31
2709,1197,CA,2025-01-08,2025-01-10
2710,1197,CA,2025-01-24,2025-01-27
2711,1197,CA,2025-02-13,2025-02-13
2712,1197,CA,2025-05-07,2025-05-09
2713,1197,CA,2025-05-14,2025-05-15
2714,1197,CA,2025-06-13,2025-06-17
2715,1197,CA,2025-06-27,2025-07-01
2716,1197,CA,2025-08-25,2025-08-26
2717,1198,CA,2024-10-08,2024-10-09
2718,1198,CA,2024-10-22,2024-10-28
2719,1198,RTT,2024-10-22,2024-10-22
2720,1198,RTT,2024-12-23,2024-12-23
2721,1198,RTT,2025-01-03,2025-01-03
2722,1198,CA,2025-01-06,2025-01-08
2723,1198,RTT,2025-01-29,2025-01-29
2724,1198,CA,2025-02-28,2025-03-04
2725,1198,RTT,2025-03-07,2025-03-07
2726,1198,CA,2025-03-17,2025-03-20
2727,1198,RTT,2025-03-25,2025-03-25
2728,1198,RTT,2025-05-05,2025-05-05
2729,1198,CA,2025-05-26,2025-05-27
2730,1198,RTT,2025-05-28,2025-05-30
2731,1198,RTT,2025-06-17,2025-06-17
2732,1198,CA,2025-07-17,2025-07-17
2733,1198,CA,2025-07-24,2025-07-24
2734,1198,CA,2025-07-30,2025-08-01
2735,1198,RTT,2025-08-21,2025-08-21
2736,1202,CA,2024-09-03,2024-09-05
2737,1202,CA,2024-09-30,2024-09-30
2738,1202,CA,2024-11-21,2024-11-21
2739,1202,CA,2024-11-25,2024-11-25
2740,1202,CA,2024-12-13,2024-12-16
2741,1202,CA,2025-05-02,2025-05-06
2742,1202,CA,2025-05-15,2025-05-20
2743,1202,CA,2025-07-25,2025-07-25
2744,1202,CA,2025-07-30,2025-07-31
2745,1202,CA,2025-08-22,2025-08-22
2746,1203,CA,2024-09-26,2024-09-26
2747,1203,CA,2024-10-11,2024-10-15
2748,1203,CA,2025-01-06,2025-01-08
2749,1203,CA,2025-06-11,2025-06-13
2750,1203,CA,2025-07-11,2025-07-11
2751,1203,CA,2025-07-15,2025-07-16
2752,1203,CA,2025-07-18,2025-07-22
2753,1203,CA,2025-08-19,2025-08-22
2754,1209,CA,2024-12-20,2024-12-24
2755,1209,CA,2025-02-20,2025-02-24
2756,1209,CA,2025-04-25,2025-04-25
2757,1209,CA,2025-05-06,2025-05-07
2758,1209,CA,2025-07-28,2025-07-31
2759,1211,CA,2024-10-21,2024-10-22
2760,1211,CA,2024-12-03,2024-12-06
2761,1211,CA,2024-12-31,2024-12-31
2762,1211,CA,2025-03-05,2025-03-07
2763,1211,CA,2025-03-18,2025-03-20
2764,1211,CA,2025-03-24,2025-03-24
2765,1211,CA,2025-03-31,2025-04-01
2766,1211,CA,2025-05-14,2025-05-14
2767,1211,CA,2025-07-17,2025-07-17
2768,1212,CA,2025-02-06,2025-02-12
2769,1212,CA,2025-06-03,2025-06-06
2770,1212,CA,2025-06-10,2025-06-10
2771,1212,CA,2025-08-13,2025-08-14
2772,1212,CA,2025-08-18,2025-08-18
2773,1214,CA,2024-09-20,2024-09-24
2774,1214,CA,2024-10-10,2024-10-15
2775,1214,RTT,2024-11-28,2024-11-28
2776,1214,RTT,2025-01-14,2025-01-14
2777,1214,CA,2025-02-14,2025-02-17
2778,1214,CA,2025-03-12,2025-03-13
2779,1214,RTT,2025-03-21,2025-03-21
2780,1214,CA,2025-04-25,2025-04-29
2781,1214,RTT,2025-05-02,2025-05-02
2782,1214,RTT,2025-05-27,2025-05-27
2783,1214,RTT,2025-06-06,2025-06-06
2784,1214,CA,2025-08-11,2025-08-11
2785,1217,CA,2025-05-28,2025-06-03
2786,1217,CA,2025-07-16,2025-07-22
2787,1217,CA,2025-07-30,2025-07-30
2788,1217,CA,2025-08-18,2025-08-28
2789,1221,CA,2024-09-03,2024-09-04
2790,1221,CA,2024-12-17,2024-12-23
2791,1221,CA,2025-01-07,2025-01-10
2792,1221,CA,2025-01-20,2025-01-20
2793,1221,CA,2025-01-22,2025-01-22
2794,1221,CA,2025-02-04,2025-02-04
2795,1221,CA,2025-03-07,2025-03-07
2796,1221,CA,2025-03-13,2025-03-17
2797,1221,CA,2025-05-06,2025-05-09
2798,1221,CA,2025-07-10,2025-07-11
2799,1221,CA,2025-07-15,2025-07-15
2800,1221,CA,2025-08-13,2025-08-14
2801,1224,CA,2024-09-04,2024-09-04
2802,1224,CA,2024-09-24,2024-09-24
2803,1224,CA,2024-10-22,2024-10-23
2804,1224,CA,2024-12-02,2024-12-02
2805,1224,CA,2025-01-28,2025-01-30
2806,1224,CA,2025-02-24,2025-02-26
2807,1224,CA,2025-04-25,2025-04-25
2808,1224,CA,2025-05-16,2025-05-16
2809,1224,CA,2025-05-26,2025-05-26
2810,1224,CA,2025-06-24,2025-06-26
2811,1224,CA,2025-07-08,2025-07-08
2812,1224,CA,2025-08-06,2025-08-12
2813,1228,CA,2024-09-16,2024-09-16
2814,1228,CA,2024-09-24,2024-09-25
2815,1228,CA,2024-10-29,2024-10-31
2816,1228,CA,2024-12-13,2024-12-19
2817,1228,CA,2025-01-21,2025-01-21
2818,1228,CA,2025-02-13,2025-02-14
2819,1228,CA,2025-03-26,2025-03-27
2820,1228,CA,2025-04-17,2025-04-18
2821,1228,CA,2025-04-22,2025-04-22
2822,1228,CA,2025-05-21,2025-05-27
2823,1228,CA,2025-06-13,2025-06-16
2824,1229,CA,2024-10-30,2024-10-31
2825,1229,CA,2024-11-04,2024-11-04
2826,1229,CA,2024-11-25,2024-11-25
2827,1229,CA,2024-12-06,2024-12-09
2828,1229,CA,2025-01-28,2025-01-28
2829,1229,CA,2025-02-05,2025-02-10
2830,1229,CA,2025-03-05,2025-03-05
2831,1229,CA,2025-04-25,2025-04-28
2832,1229,CA,2025-04-30,2025-05-05
2833,1229,CA,2025-06-24,2025-06-24
2834,1229,CA,2025-07-15,2025-07-17
2835,1229,CA,2025-07-25,2025-07-28
2836,1229,CA,2025-08-28,2025-08-29
2837,1230,CA,2025-02-12,2025-02-14
2838,1230,CA,2025-05-15,2025-05-22
2839,1230,CA,2025-06-16,2025-06-19
2840,1230,CA,2025-07-01,2025-07-02
2841,1230,CA,2025-07-17,2025-07-18
2842,1230,CA,2025-07-30,2025-07-30
2843,1230,CA,2025-08-01,2025-08-07
2844,1230,CA,2025-08-22,2025-08-22
2845,1232,RTT,2024-09-06,2024-09-06
2846,1232,CA,2024-09-23,2024-09-23
2847,1232,RTT,2024-10-16,2024-10-16
2848,1232,RTT,2024-11-18,2024-11-18
2849,1232,CA,2024-12-20,2024-12-24
2850,1232,RTT,2025-02-12,2025-02-12
2851,1232,CA,2025-02-17,2025-02-21
2852,1232,CA,2025-03-31,2025-04-11
2853,1232,RTT,2025-04-09,2025-04-10
2854,1232,CA,2025-05-30,2025-06-02
2855,1232,RTT,2025-06-05,2025-06-05
2856,1232,CA,2025-07-02,2025-07-02
2857,1232,RTT,2025-07-18,2025-07-21
2858,1232,CA,2025-07-28,2025-07-30
2859,1232,CA,2025-08-01,2025-08-01
2860,1239,CA,2024-09-10,2024-09-12
2861,1239,CA,2024-10-03,2024-10-04
2862,1239,RTT,2024-12-20,2024-12-23
2863,1239,RTT,2025-01-30,2025-01-30
2864,1239,CA,2025-02-26,2025-02-26
2865,1239,RTT,2025-05-12,2025-05-12
2866,1239,CA,2025-06-10,2025-06-12
2867,1239,CA,2025-06-19,2025-06-20
2868,1239,CA,2025-07-25,2025-07-28
2869,1239,RTT,2025-07-25,2025-07-25
2870,1245,CA,2024-09-03,2024-09-09
2871,1245,RTT,2024-09-06,2024-09-06
2872,1245,CA,2024-09-16,2024-09-18
2873,1245,RTT,2024-10-31,2024-10-31
2874,1245,RTT,2024-11-04,2024-11-04
2875,1245,RTT,2024-12-17,2024-12-17
2876,1245,RTT,2024-12-26,2024-12-27
2877,1245,CA,2025-01-29,2025-01-29
2878,1245,CA,2025-02-28,2025-03-03
2879,1245,CA,2025-08-01,2025-08-05
2880,1249,CA,2024-10-07,2024-10-11
2881,1249,CA,2024-12-11,2024-12-13
2882,1249,CA,2024-12-17,2024-12-17
2883,1249,CA,2025-01-20,2025-01-21
2884,1249,CA,2025-07-07,2025-07-11
2885,1249,CA,2025-08-25,2025-08-27
2886,1251,CA,2024-11-15,2024-11-15
2887,1251,CA,2025-02-17,2025-02-18
2888,1251,CA,2025-03-27,2025-03-31
2889,1251,CA,2025-07-31,2025-08-06
2890,1251,CA,2025-08-26,2025-08-27
2891,1256,CA,2024-10-08,2024-10-10
2892,1256,CA,2024-12-13,2024-12-18
2893,1256,CA,2025-04-28,2025-05-02
2894,1256,CA,2025-05-07,2025-05-12
2895,1256,CA,2025-05-23,2025-05-23
2896,1256,CA,2025-07-10,2025-07-11
2897,1256,CA,2025-07-15,2025-07-15
2898,1256,CA,2025-08-19,2025-08-25
2899,1257,CA,2024-09-10,2024-09-13
2900,1257,CA,2024-11-15,2024-11-19
2901,1257,CA,2025-04-04,2025-04-07
2902,1257,CA,2025-08-14,2025-08-14
2903,1257,CA,2025-08-18,2025-08-19
2904,1261,CA,2024-11-05,2024-11-06
2905,1261,CA,2024-12-12,2024-12-18
2906,1261,CA,2025-02-14,2025-02-14
2907,1261,CA,2025-03-31,2025-03-31
2908,1261,CA,2025-04-14,2025-04-14
2909,1261,CA,2025-04-16,2025-04-18
2910,1261,CA,2025-05-22,2025-05-26
2911,1261,CA,2025-06-04,2025-06-05
2912,1261,CA,2025-06-16,2025-06-19
2913,1261,CA,2025-08-29,2025-08-29
2914,1266,RTT,2024-10-22,2024-10-23
2915,1266,CA,2024-11-27,2024-11-29
2916,1266,RTT,2024-12-03,2024-12-03
2917,1266,CA,2024-12-09,2024-12-11
2918,1266,CA,2025-02-12,2025-02-19
2919,1266,RTT,2025-03-03,2025-03-03
2920,1266,CA,2025-03-18,2025-03-20
2921,1266,RTT,2025-03-21,2025-03-21
2922,1266,RTT,2025-04-25,2025-04-25
2923,1266,CA,2025-07-03,2025-07-09
2924,1266,CA,2025-07-28,2025-07-29
2925,1266,CA,2025-08-19,2025-08-20
2926,1266,CA,2025-08-25,2025-08-26
2927,1267,CA,2025-02-27,2025-03-07
2928,1267,CA,2025-03-26,2025-03-28
2929,1267,CA,2025-04-09,2025-04-10
2930,1267,CA,2025-06-19,2025-06-23
2931,1267,CA,2025-07-02,2025-07-02
2932,1267,CA,2025-07-16,2025-07-16
2933,1267,CA,2025-08-07,2025-08-11
2934,1267,CA,2025-08-26,2025-08-27
2935,1271,CA,2024-10-02,2024-10-04
2936,1271,CA,2025-03-31,2025-04-04
2937,1271,CA,2025-04-16,2025-04-18
2938,1271,CA,2025-06-10,2025-06-12
2939,1271,CA,2025-07-18,2025-07-22
2940,1271,CA,2025-08-25,2025-08-28
2941,1272,CA,2024-11-29,2024-12-02
2942,1272,CA,2025-01-20,2025-01-21
2943,1272,CA,2025-02-26,2025-03-03
2944,1272,CA,2025-03-25,2025-03-25
2945,1272,CA,2025-04-23,2025-04-24
2946,1273,CA,2024-11-05,2024-11-05
2947,1273,CA,2025-01-07,2025-01-09
2948,1273,CA,2025-03-03,2025-03-07
